athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm_bad,weight_kg_bad,notes,height_cm,weight_kg
ATH-00872,Henrik Volkov,Male,39,5/13/1985,BUL,Bulgaria,Alpine Skiing,Slalom W,Winter,2002,Salt Lake City,Individual,Silver,128.38,seconds,1,5,4,1,0,54,224,1896,15,No,Bob Bowman,186.1,93.3,Personal Best,1.5059E-81,3.02221E-41
ATH-00873,Nisha Garcia,Female,16,2/27/2008,IRI,Iran,Short Track Speed Skating,1500m W,Winter,1984,Sarajevo,Team,No Medal,57.741,seconds,5,1,0,0,1,19,60,1948,34,Olympic Record,Andrei Socaci,167,81.1,Season Best,2.97045E-73,6.00783E-36
ATH-00874,Vasyl Gonzalez,Male,16,8/14/2008,CAN,Canada,Triathlon,Men's Triathlon,Summer,1900,Paris,Individual,No Medal,3791.137,seconds,4,8,3,4,1,118,381,1900,6,No,Hiroshi Hoketsu,183.5,71.9,Equipment issue,2.02751E-80,5.94603E-32
ATH-00875,Sifan Nikitin,Female,24,7/6/2000,DEN,Denmark,Triathlon,Men's Triathlon,Summer,1896,Athens,Individual,No Medal,4094.109,seconds,4,7,2,5,0,66,260,1896,10,No,Bob Bowman,187.4,66.1,-,4.10406E-82,1.96397E-29
ATH-00876,Hasmik Shevchenko,Female,27,1/6/1997,MGL,Mongolia,Wrestling,Greco-Roman 130kg,Summer,2012,London,Individual,No Medal,3.365,points,4,1,1,0,0,3,21,1964,52,No,Alberto Salazar,192.7,109,Withdrew - injury,2.04858E-84,4.59094E-48
ATH-00877,Tsend-Ochir Hernandez,Male,26,12/6/1998,FRA,France,Curling,Men's Curling,Winter,1960,Squaw Valley,Team,No Medal,3.254,points,5,6,0,3,3,248,844,1896,3,No,Glen Mills,192.8,83.6,-,1.85363E-84,4.93153E-37
ATH-00878,James Yadav,Male,18,4/25/2006,BEL,Belgium,Boxing,Light Heavyweight,Summer,1900,Paris,Individual,Bronze,2.38,points,4,8,5,1,2,43,158,1900,20,No,Alberto Salazar,176.3,72.7,Oldest medalist,2.71571E-77,2.67172E-32
ATH-00879,Valentina Dupont,Female,33,1/24/1991,IRI,Iran,Weightlifting,67kg,Summer,2024,Paris,Individual,No Medal,416.111,kg,4,5,0,1,4,19,60,1948,34,No,Jon Drummond,166.8,59.1,Season Best,3.62811E-73,2.15375E-26
ATH-00880,Dorothy Kamau,Female,30,9/4/1994,CAN,Canada,Diving,10m Platform M,Summer,1996,Atlanta,Individual,No Medal,282.294,points,1,7,2,1,4,118,381,1900,6,No,Bao Chünlai,155.4,53.2,-,3.24069E-68,7.86201E-24
ATH-00881,Justyna Tadesse,Female,20,10/18/2004,SWE,Sweden,Judo,Half-Heavyweight,Summer,1900,Paris,Individual,No Medal,8.403,ippon,4,7,7,0,0,200,648,1896,4,No,Béla Károlyi,190.1,60,-,2.75816E-83,8.75651E-27
ATH-00882,Tirunesh Wilson,Female,25,4/19/1999,THA,Thailand,Judo,Mixed Team,Summer,2000,Sydney,Individual,No Medal,5.082,ippon,4,0,0,0,0,13,35,1952,40,No,Percy Cerutty,183.2,99.7,Photo-finish silver,2.73685E-80,5.02158E-44
ATH-00883,Tigran Jones,Male,26,1/13/1998,ETH,Ethiopia,Diving,10m Platform M,Summer,2024,Paris,Individual,Silver,597.253,points,3,3,0,1,2,25,57,1956,30,No,Tadashi Suzuki,164.8,53.1,Comeback after injury,2.68083E-72,8.68886E-24
ATH-00884,Dorothy Dupont,Female,27,10/5/1997,BUL,Bulgaria,Athletics,20km Race Walk,Summer,2016,Rio de Janeiro,Individual,Gold,142.179,seconds,2,3,1,2,0,54,224,1896,15,No,Lauren Lynde,178.1,76.9,-,4.48903E-78,4.0064E-34
ATH-00885,Cristina Brown,Female,20,3/2/2004,BUL,Bulgaria,Triathlon,Women's Triathlon,Summer,1906,Athens,Individual,No Medal,4732.922,seconds,5,3,3,0,0,54,224,1896,15,No,Li Yongbo,194,72.5,-,5.58304E-85,3.26325E-32
ATH-00886,Hyun-soo Bolt,Male,24,6/15/2000,RSA,South Africa,Short Track Speed Skating,Mixed Team Relay,Winter,1998,Nagano,Individual,No Medal,222.403,seconds,3,0,0,0,0,23,90,1904,30,No,Yury Zakharevich,182.9,59.1,-,3.69436E-80,2.15375E-26
ATH-00887,Elena Yadav,Female,39,2/20/1985,SUI,Switzerland,Judo,Half-Lightweight,Summer,1896,Athens,Individual,No Medal,6.171,ippon,4,7,7,0,0,70,203,1896,12,No,Valentin Lalev,178.1,92.6,-,4.48903E-78,6.08599E-41
ATH-00888,Pedro Chikovani,Male,33,4/16/1991,AZE,Azerbaijan,Basketball,Men's Basketball,Summer,2020,Tokyo,Team,No Medal,36.696,points,4,8,5,0,3,7,29,1996,45,No,Wei Ping,199,110.9,Equipment issue,3.76182E-87,6.8666E-49
ATH-00889,Bolormaa Adeyemi,Female,27,12/20/1997,PRK,North Korea,Swimming,100m Butterfly,Summer,2008,Beijing,Individual,No Medal,751.898,seconds,2,0,0,0,0,16,54,1964,35,No,Franz Stampfl,176.2,76.7,Equipment issue,3.00132E-77,4.89343E-34
ATH-00890,Elaine Kovalev,Female,27,4/5/1997,GRE,Greece,Canoe/Kayak,C-2 500m M,Summer,1904,St. Louis,Individual,No Medal,521.839,seconds,2,4,1,1,2,34,116,1896,10,No,Bao Chünlai,186.9,89.6,Technical violation,6.76646E-82,1.2224E-39
ATH-00891,Luis Njoroge,Male,20,5/3/2004,DPR,North Korea,Tennis,Men's Doubles,Summer,2000,Sydney,Individual,Bronze,1.838,sets,2,6,5,0,1,16,54,1964,35,No,Percy Cerutty,196.7,68.7,-,3.75211E-86,1.45871E-30
ATH-00892,Luis Kvinikadze,Male,34,11/12/1990,PAK,Pakistan,Archery,Individual M,Summer,2020,Tokyo,Individual,Bronze,271.136,points,3,8,1,6,1,10,22,1948,45,No,Li Yongbo,173.3,93.1,-,5.45464E-76,3.69134E-41
ATH-00893,Narantsetseg Rossi,Female,41,5/8/1983,BRA,Brazil,Alpine Skiing,Downhill M,Winter,1924,Chamonix,Individual,Bronze,139.723,seconds,4,1,0,0,1,37,152,1920,20,No,Marcus O'Sullivan,179.2,66.6,-,1.49427E-78,1.19121E-29
ATH-00894,Mykola Sharma,Male,21,7/10/2003,GBR,Great Britain,Diving,3m Springboard W,Summer,1908,London,Individual,No Medal,310.728,points,3,7,1,2,4,285,896,1896,2,No,Alberto Salazar,161.1,54.9,Youngest competitor,1.08432E-70,1.43626E-24
ATH-00895,Lars Kiros,Male,29,6/2/1995,ARMinistration,Armenia,Skeleton,Men's Skeleton,Winter,2022,Beijing,Individual,No Medal,53.349,seconds,3,4,1,0,3,4,18,1996,50,No,Sandor Szabo,191.5,95.7,First from country,6.80153E-84,2.74169E-42
ATH-00896,Simona Martin,Female,34,12/27/1990,UKR,Ukraine,Rowing,Quadruple Sculls M,Summer,2012,London,Individual,No Medal,456.526,seconds,2,0,0,0,0,46,132,1996,22,No,Marcus O'Sullivan,182.1,85.6,-,8.22195E-80,6.67409E-38
ATH-00897,Narantsetseg Mirzayev,Female,31,7/26/1993,GER,Germany,Luge,Team Relay,Winter,1984,Sarajevo,Individual,No Medal,197.439,seconds,2,4,2,0,2,275,854,1896,2,No,Gennadi Touretski,177.8,72.2,-,6.05956E-78,4.40492E-32
ATH-00898,Priya Lopez,Female,40,12/27/1984,UKR,Ukraine,Biathlon,Relay W,Winter,2022,Beijing,Individual,No Medal,3567.849,seconds,5,8,2,2,4,46,132,1996,22,Olympic Record,Li Yongbo,192.1,93.8,Personal Best,3.73276E-84,1.83306E-41
ATH-00899,Anjali Yoon,Female,33,11/8/1991,GER,Germany,Gymnastics (Artistic),Pommel Horse,Summer,1896,Athens,Individual,No Medal,12.025,points,3,2,2,0,0,275,854,1896,2,No,Lauren Lynde,175.4,42.4,-,6.67956E-77,3.85402E-19
ATH-00900,Simona Kato,Female,36,2/10/1988,RSA,South Africa,Shooting,50m Rifle 3 Positions W,Summer,2008,Beijing,Individual,No Medal,203.969,points,4,8,8,0,0,23,90,1904,30,No,Li Yongbo,179.4,94.8,-,1.2234E-78,6.74347E-42
ATH-00901,Hasmik Ferrari,Female,35,7/5/1989,CUB,Cuba,Archery,Individual M,Summer,1920,Antwerp,Team,Silver,288.323,points,3,8,2,2,4,82,226,1900,8,No,Yury Zakharevich,168.5,93.3,Olympic Debut,6.62796E-74,3.02221E-41
ATH-00902,Dmitri Orlov,Male,19,11/1/2005,GER,Germany,Football (Soccer),Women's Football,Summer,1906,Athens,Team,No Medal,7.343,goals,1,0,0,0,0,275,854,1896,2,No,Yury Zakharevich,179.6,72.5,Oldest medalist,1.00164E-78,3.26325E-32
ATH-00903,Asha Chikovani,Female,37,2/22/1987,NOR,Norway,Cross-Country Skiing,Team Sprint W,Winter,1924,Chamonix,Individual,Bronze,5124.066,seconds,4,3,1,1,1,148,392,1900,2,No,Dan Pfaff,173.3,79.6,First from country,5.45464E-76,2.69252E-35
ATH-00904,Carlos Liu,Male,34,2/17/1990,CZE,Czech Republic,Basketball,3x3 Women's,Summer,2020,Tokyo,Team,No Medal,12.266,points,1,8,3,5,0,32,114,1996,28,No,Béla Károlyi,187.7,103,-,3.04037E-82,1.85212E-45
ATH-00905,Nigar Lee,Female,21,8/26/2003,CHN,China,Skeleton,Men's Skeleton,Winter,1952,Oslo,Individual,No Medal,134.165,seconds,2,2,0,1,1,263,636,1932,1,No,Anna Tarkhanova,168.2,85.9,Youngest competitor,8.94681E-74,4.94429E-38
ATH-00906,Salome Mirzayev,Female,17,11/10/2007,BUL,Bulgaria,Volleyball,Women's Indoor Volleyball,Summer,1900,Paris,Team,No Medal,11.113,points,3,2,0,0,2,54,224,1896,15,No,Yury Zakharevich,196.1,93.1,Withdrew - injury,6.83679E-86,3.69134E-41
ATH-00907,Sofia Yohannes,Female,18,8/24/2006,MAS,Malaysia,Alpine Skiing,Giant Slalom W,Winter,1998,Nagano,Individual,No Medal,260.589,seconds,4,7,3,1,3,0,12,1956,58,No,Gennadi Touretski,170.8,97.7,-,6.64511E-75,3.71047E-43
ATH-00908,Kenji Kaminski,Male,34,10/15/1990,EGY,Egypt,Freestyle Skiing,Moguls M,Winter,2006,Turin,Individual,Bronze,90.548,points,2,2,1,0,1,8,28,1912,45,No,Andrei Socaci,161.7,63.6,Photo-finish silver,5.95089E-71,2.3926E-28
ATH-00909,Donna Yuldashev,Female,32,9/8/1992,ESP,Spain,Rowing,Quadruple Sculls M,Summer,1906,Athens,Team,Silver,491.515,seconds,4,1,0,1,0,50,170,1900,18,No,Lauren Lynde,196.9,94,Equipment issue,3.07197E-86,1.50079E-41
ATH-00910,Justyna Sargsyan,Female,31,10/15/1993,GEO,Georgia,Freestyle Skiing,Big Air M,Winter,2006,Turin,Individual,No Medal,91.594,points,2,5,5,0,0,7,30,1996,44,No,Vladimir Alekna,167.1,73.7,Season Best,2.68777E-73,9.82871E-33
ATH-00911,Irina Adeyemi,Female,35,2/27/1989,AUS,Australia,Tennis,Mixed Doubles,Summer,1896,Athens,Individual,No Medal,5.77,sets,1,5,0,3,2,170,554,1896,4,No,Andrei Chemerkin,175.2,89.9,National Record,8.15843E-77,9.05578E-40
ATH-00912,Marian Karimov,Male,38,6/22/1986,HUN,Hungary,Swimming,50m Freestyle,Summer,2016,Rio de Janeiro,Individual,Silver,205.356,seconds,5,4,3,1,0,182,536,1896,5,World Record,Arthur Lydiard,173.4,79.5,Photo-finish silver,4.93556E-76,2.9757E-35
ATH-00913,Lisa Orlov,Female,18,3/13/2006,AUT,Austria,Wrestling,Freestyle 57kg,Summer,1906,Athens,Individual,No Medal,7.304,points,2,2,0,0,2,59,196,1896,18,No,Sandor Szabo,162.4,109.9,-,2.95513E-71,1.86654E-48
ATH-00914,Paul Bekele,Male,27,7/4/1997,GBR,Great Britain,Football (Soccer),Men's Football,Summer,1896,Athens,Team,No Medal,11.139,goals,4,0,0,0,0,285,896,1896,2,No,Sandor Szabo,167.4,70.3,Technical violation,1.99115E-73,2.94509E-31
ATH-00915,Robert Esposito,Male,33,4/14/1991,NGR,Nigeria,Tennis,Women's Doubles,Summer,2024,Paris,Individual,No Medal,2.507,sets,4,8,0,2,6,13,32,1952,40,No,Dan Pfaff,186.7,81.6,Weather-affected,8.26457E-82,3.64393E-36
ATH-00916,Jennifer Gantulga,Female,36,7/21/1988,GER,Germany,Judo,Lightweight,Summer,1900,Paris,Individual,No Medal,1.154,ippon,2,0,0,0,0,275,854,1896,2,No,Alberto Salazar,180.1,67.5,-,6.07525E-79,4.84309E-30
ATH-00917,Karen Smith,Female,40,4/23/1984,PRK,North Korea,Speed Skating,3000m W,Winter,1976,Innsbruck,Team,No Medal,1066.801,seconds,4,5,1,4,0,16,54,1964,35,No,Gennadi Touretski,189.4,86.7,Withdrew - injury,5.55425E-83,2.22161E-38
ATH-00918,Cristina Sharma,Female,27,5/25/1997,NGR,Nigeria,Luge,Women's Singles,Winter,1976,Innsbruck,Team,Bronze,112.214,seconds,2,1,0,0,1,13,32,1952,40,No,Glen Mills,163.8,99.6,Photo-finish silver,7.28725E-72,5.5497E-44
ATH-00919,Sarah Sato,Female,34,10/2/1990,ARG,Argentina,Archery,Team W,Summer,2000,Sydney,Team,No Medal,291.601,points,5,1,1,0,0,23,77,1920,30,No,Béla Károlyi,162.7,64.1,Record broken next day,2.18921E-71,1.45119E-28
ATH-00920,Sergei Rossi,Male,16,4/2/2008,JPN,Japan,Alpine Skiing,Super-G M,Winter,1964,Innsbruck,Individual,Gold,194.784,seconds,5,5,3,1,1,170,497,1912,3,No,Jon Drummond,187.7,85.6,-,3.04037E-82,6.67409E-38
ATH-00921,Anjali Robert,Female,28,3/8/1996,CUB,Cuba,Weightlifting,81kg,Summer,1912,Stockholm,Individual,No Medal,324.229,kg,4,1,0,1,0,82,226,1900,8,No,Virgilijus Alekna,172.4,65.5,-,1.34163E-75,3.57859E-29
ATH-00922,Constantin Haile,Male,32,4/4/1992,FRA,France,Rowing,Double Sculls W,Summer,1896,Athens,Team,No Medal,554.961,seconds,4,1,1,0,0,248,844,1896,3,No,Sandor Szabo,190.5,86.8,Olympic Debut,1.84885E-83,2.0102E-38
ATH-00923,Regzedmaa Oliveira,Male,37,1/15/1987,URS,Soviet Union,Basketball,Men's Basketball,Summer,2004,Athens,Team,Bronze,14.168,points,1,1,0,0,1,473,1122,1952,1,No,Lauren Lynde,181.1,97.7,Weather-affected,2.23496E-79,3.71047E-43
ATH-00924,Giulia Petrov,Female,40,7/6/1984,ROM,Romania,Speed Skating,1000m M,Winter,1994,Lillehammer,Individual,No Medal,509.757,seconds,2,0,0,0,0,89,307,1924,8,No,Khristo Hristov,174.2,89.8,Equipment issue,2.21769E-76,1.00082E-39
ATH-00925,Lasha Johnson,Male,25,4/22/1999,ROM,Romania,Freestyle Skiing,Half-Pipe M,Winter,1924,Chamonix,Individual,No Medal,56.701,points,4,2,1,1,0,89,307,1924,8,No,John Smith,186.7,70.3,-,8.26457E-82,2.94509E-31
ATH-00926,Jennifer Moore,Female,16,5/13/2008,SWE,Sweden,Diving,10m Synchronized Platform M,Summer,2020,Tokyo,Individual,No Medal,290.768,points,5,4,2,2,0,200,648,1896,4,No,Valentin Lalev,155.7,50.2,-,2.40076E-68,1.57913E-22
ATH-00927,Michael Dupont,Male,33,4/18/1991,DEN,Denmark,Curling,Mixed Doubles Curling,Winter,1936,Garmisch-Partenkirchen,Team,Gold,1.724,points,3,4,4,0,0,66,260,1896,10,No,Lauren Lynde,172.5,104.9,Equipment issue,1.21395E-75,2.77019E-46
ATH-00928,Sunita Orlov,Female,31,8/21/1993,ESP,Spain,Short Track Speed Skating,5000m Relay M,Winter,1928,St. Moritz,Individual,No Medal,80.047,seconds,1,3,3,0,0,50,170,1900,18,No,Béla Károlyi,180,63.5,Final Appearance,6.71418E-79,2.64424E-28
ATH-00929,Usain Kovalenko,Male,33,5/8/1991,POL,Poland,Shooting,50m Rifle 3 Positions M,Summer,1996,Atlanta,Individual,No Medal,223.67,points,2,5,3,0,2,72,297,1924,9,No,Andrei Chemerkin,184.3,93.7,-,9.11018E-81,2.02585E-41
ATH-00930,Daniel Dupont,Male,20,7/28/2004,KEN,Kenya,Rowing,Four W,Summer,2004,Athens,Team,Silver,385.366,seconds,5,4,3,1,0,38,109,1956,20,No,Bao Chünlai,188.8,101.2,Disqualified (false start),1.01205E-82,1.12047E-44
ATH-00931,Betty Huseynov,Female,40,2/8/1984,SRB,Serbia,Swimming,200m Butterfly,Summer,2008,Beijing,Individual,No Medal,438.345,seconds,2,8,8,0,0,10,36,2008,40,Olympic Record,Bao Chünlai,196.6,58.3,-,4.14672E-86,4.79327E-26
ATH-00932,Salome Martirosyan,Female,15,2/18/2009,UKR,Ukraine,Short Track Speed Skating,1500m W,Winter,2010,Vancouver,Individual,No Medal,253.042,seconds,2,4,4,0,0,46,132,1996,22,No,Renato Canova,178.5,65.5,-,3.00909E-78,3.57859E-29
ATH-00933,Patricia Mammadov,Female,20,1/26/2004,ESP,Spain,Bobsled,2-man M,Winter,1994,Lillehammer,Team,No Medal,209.778,seconds,3,0,0,0,0,50,170,1900,18,No,Percy Cerutty,184.2,74.7,-,1.00683E-80,3.61578E-33
ATH-00934,Lisa Bolt,Female,20,9/16/2004,NZL,New Zealand,Wrestling,Greco-Roman 130kg,Summer,1908,London,Individual,No Medal,7.536,points,5,2,2,0,0,46,116,1908,25,No,Tadashi Suzuki,191.4,67,Photo-finish silver,7.51685E-84,7.9849E-30
ATH-00935,Tatiana Dibaba,Female,23,2/26/2001,GBR,Great Britain,Cycling,BMX Freestyle,Summer,1908,London,Individual,No Medal,2700.703,seconds,4,5,3,0,2,285,896,1896,2,No,Virgilijus Alekna,192.3,74.3,-,3.05613E-84,5.39411E-33
ATH-00936,Laure Farah,Female,39,8/19/1985,BEL,Belgium,Archery,Team W,Summer,1912,Stockholm,Individual,Bronze,296.133,points,5,1,0,0,1,43,158,1900,20,No,Gennadi Touretski,173.7,76.9,Oldest medalist,3.65636E-76,4.0064E-34
ATH-00937,Arjun Williams,Male,19,9/11/2005,HUN,Hungary,Short Track Speed Skating,1000m M,Winter,1968,Grenoble,Team,No Medal,245.044,seconds,4,2,1,0,1,182,536,1896,5,No,Virgilijus Alekna,165.4,68.4,Technical violation,1.47127E-72,1.96905E-30
ATH-00938,Sota Anderson,Male,28,3/9/1996,ETH,Ethiopia,Triathlon,Women's Triathlon,Summer,2000,Sydney,Individual,No Medal,3938.891,seconds,4,8,7,0,1,25,57,1956,30,No,Bao Chünlai,163.7,77.5,Olympic Debut,8.05366E-72,2.19876E-34
ATH-00939,Mykhailo Kuznetsov,Male,37,7/4/1987,TUR,Turkey,Diving,10m Platform W,Summer,1912,Stockholm,Individual,Bronze,339.079,points,2,6,0,2,4,40,99,1908,22,No,Béla Károlyi,184.4,49.4,First from country,8.24323E-81,3.51441E-22
ATH-00940,Fabio Thomas,Male,39,5/16/1985,URS,Soviet Union,Biathlon,Individual M,Winter,2018,PyeongChang,Individual,No Medal,1462.161,seconds,1,1,1,0,0,473,1122,1952,1,No,Percy Cerutty,190.9,83.8,National Record,1.23932E-83,4.03759E-37
ATH-00941,Razvan Chikovani,Male,19,12/9/2005,IND,India,Skeleton,Men's Skeleton,Winter,2022,Beijing,Individual,No Medal,115.313,seconds,5,0,0,0,0,10,35,1900,48,No,Li Yongbo,167.4,72.2,Olympic Debut,1.99115E-73,4.40492E-32
ATH-00942,Ramil Mwangi,Male,35,7/9/1989,CUB,Cuba,Archery,Mixed Team,Summer,2020,Tokyo,Individual,No Medal,258.697,points,5,8,3,5,0,82,226,1900,8,No,Andrei Chemerkin,174.3,79.7,Weather-affected,2.00665E-76,2.43629E-35
ATH-00943,Christine Jackson,Female,18,2/20/2006,NOR,Norway,Wrestling,Freestyle 74kg,Summer,1912,Stockholm,Individual,No Medal,9.359,points,4,2,0,2,0,148,392,1900,2,No,Lauren Lynde,194.8,74.7,Comeback after injury,2.50862E-85,3.61578E-33
ATH-00944,Maxime Martin,Male,22,10/18/2002,ESP,Spain,Rowing,Quadruple Sculls W,Summer,1900,Paris,Team,No Medal,384.002,seconds,2,3,3,0,0,50,170,1900,18,No,Marcus O'Sullivan,187.3,93.4,Comeback after injury,4.53569E-82,2.73461E-41
ATH-00945,Thomas Miller,Male,34,11/21/1990,BUL,Bulgaria,Cycling,BMX Freestyle,Summer,1920,Antwerp,Individual,No Medal,14979.675,seconds,2,2,1,1,0,54,224,1896,15,No,Gennadi Touretski,169.3,82.6,-,2.97813E-74,1.34053E-36
ATH-00946,Jessica Perez,Female,40,7/9/1984,NZL,New Zealand,Luge,Women's Singles,Winter,1984,Sarajevo,Team,Gold,134.824,seconds,3,4,2,1,1,46,116,1908,25,No,Jon Drummond,177.7,76.6,Record broken next day,6.69685E-78,5.40807E-34
ATH-00947,Maxime Zhang,Male,22,6/9/2002,GRE,Greece,Archery,Team W,Summer,1906,Athens,Team,No Medal,263.789,points,4,2,2,0,0,34,116,1896,10,No,Khristo Hristov,172.4,66.6,Comeback after injury,1.34163E-75,1.19121E-29
ATH-00948,Florent Bekele,Male,20,3/4/2004,GER,Germany,Archery,Individual W,Summer,2024,Paris,Individual,Silver,248.06,points,4,2,1,1,0,275,854,1896,2,No,John Smith,183.5,74,First from country,2.02751E-80,7.28129E-33
ATH-00949,Hans Fraser-Pryce,Male,17,6/28/2007,GER,Germany,Swimming,4x100m Medley Relay,Summer,1900,Paris,Individual,No Medal,525.103,seconds,1,4,4,0,0,275,854,1896,2,No,Andrei Chemerkin,167.2,91.2,-,2.43199E-73,2.46799E-40
ATH-00950,Simona Li,Female,21,2/6/2003,MGL,Mongolia,Ice Hockey,Women's Ice Hockey,Winter,1992,Albertville,Team,No Medal,3.157,goals,2,0,0,0,0,3,21,1964,52,No,Virgilijus Alekna,199.8,87.5,Youngest competitor,1.6903E-87,9.98235E-39
ATH-00951,Thomas Kuznetsov,Male,31,5/8/1993,FRA,France,Weightlifting,102kg,Summer,1904,St. Louis,Individual,No Medal,291.421,kg,4,6,2,4,0,248,844,1896,3,No,Bao Chünlai,189.7,105.6,-,4.11469E-83,1.37563E-46
ATH-00952,Walter Li,Male,18,11/18/2006,JPN,Japan,Volleyball,Women's Indoor Volleyball,Summer,1912,Stockholm,Team,No Medal,11.362,points,1,4,2,1,1,170,497,1912,3,No,Jon Drummond,171.3,102.8,-,4.03047E-75,2.26218E-45
ATH-00953,Hovhannes Sokolov,Male,42,2/4/1982,DPR,North Korea,Curling,Men's Curling,Winter,1972,Sapporo,Team,No Medal,9.101,points,3,2,2,0,0,16,54,1964,35,No,Tadashi Suzuki,188.1,89.6,-,2.03802E-82,1.2224E-39
ATH-00954,Enkhjargal Kuznetsov,Female,22,11/10/2002,KEN,Kenya,Wrestling,Freestyle 74kg,Summer,1996,Atlanta,Individual,No Medal,4.183,points,2,0,0,0,0,38,109,1956,20,World Record,Yury Zakharevich,188.3,126.8,Season Best,1.66859E-82,8.54004E-56
ATH-00955,Svetlana Anderson,Female,23,6/23/2001,CRO,Croatia,Weightlifting,73kg,Summer,2004,Athens,Individual,Gold,426.72,kg,3,3,2,0,1,12,50,1992,38,No,Bob Bowman,180,76.8,Season Best,6.71418E-79,4.42776E-34
ATH-00956,Sifan Shevchenko,Female,31,5/17/1993,CHN,China,Boxing,Bantamweight,Summer,2000,Sydney,Individual,No Medal,2.438,points,3,5,1,2,2,263,636,1932,1,No,Lauren Lynde,165.9,76.8,-,8.92371E-73,4.42776E-34
ATH-00957,Svetlana Garcia,Female,30,10/20/1994,AUT,Austria,Shooting,50m Rifle 3 Positions M,Summer,2020,Tokyo,Individual,No Medal,166.179,points,3,8,1,0,7,59,196,1896,18,No,Andrei Socaci,168,78.8,-,1.09277E-73,5.99232E-35
ATH-00958,Lela Davaadorj,Female,33,7/19/1991,AUT,Austria,Canoe/Kayak,Canoe Slalom K-1 M,Summer,2020,Tokyo,Individual,No Medal,385.175,seconds,3,2,2,0,0,59,196,1896,18,No,Valentin Lalev,197.8,72.6,Olympic Debut,1.24897E-86,2.95271E-32
ATH-00959,Henrik Singh,Male,22,1/26/2002,KEN,Kenya,Triathlon,Men's Triathlon,Summer,2020,Tokyo,Individual,No Medal,4374.193,seconds,3,8,6,2,0,38,109,1956,20,No,Renato Canova,168.6,58.6,-,5.99723E-74,3.55094E-26
ATH-00960,Lars Davaadorj,Male,40,2/5/1984,NGR,Nigeria,Bobsled,2-man M,Winter,1952,Oslo,Team,No Medal,217.26,seconds,4,8,7,0,1,13,32,1952,40,No,Glen Mills,197.6,77.9,-,1.52549E-86,1.47387E-34
ATH-00961,George Cherono,Male,16,2/1/2008,ROM,Romania,Short Track Speed Skating,1500m M,Winter,1928,St. Moritz,Team,Bronze,56.668,seconds,5,1,0,0,1,89,307,1924,8,Olympic Record,Bao Chünlai,168.4,65,-,7.32503E-74,5.90009E-29
ATH-00962,John Babayev,Male,17,5/7/2007,BRA,Brazil,Skeleton,Women's Skeleton,Winter,2018,PyeongChang,Individual,No Medal,96.537,seconds,2,1,1,0,0,37,152,1920,20,No,John Smith,189.9,73,-,3.36882E-83,1.97926E-32
ATH-00963,Almaz Babayev,Female,35,3/7/1989,POR,Portugal,Short Track Speed Skating,1000m W,Winter,1928,St. Moritz,Team,No Medal,226.302,seconds,1,5,5,0,0,6,29,1912,50,No,Glen Mills,158.1,74,Personal Best,2.17792E-69,7.28129E-33
ATH-00964,Sifan Clark,Female,25,1/23/1999,SUI,Switzerland,Speed Skating,500m M,Winter,1964,Innsbruck,Individual,No Medal,1010.521,seconds,1,6,3,2,1,70,203,1896,12,No,John Smith,165.4,91.5,-,1.47127E-72,1.82833E-40
ATH-00965,Franz Smith,Male,40,8/18/1984,AZE,Azerbaijan,Wrestling,Freestyle 125kg,Summer,2012,London,Individual,Silver,7.957,points,1,5,4,1,0,7,29,1996,45,No,Arthur Lydiard,177.3,56.2,Youngest competitor,9.99053E-78,3.91426E-25
ATH-00966,Luca Aliyev,Male,38,10/19/1986,GRE,Greece,Tennis,Mixed Doubles,Summer,1908,London,Individual,No Medal,3.79,sets,1,6,4,1,1,34,116,1896,10,No,Hiroshi Hoketsu,182.1,76.6,-,8.22195E-80,5.40807E-34
ATH-00967,Alina Robinson,Female,26,1/12/1998,TUR,Turkey,Rowing,Pair W,Summer,1996,Atlanta,Team,No Medal,390.361,seconds,5,5,3,0,2,40,99,1908,22,No,Dan Pfaff,188.6,80.1,Youngest competitor,1.23612E-82,1.6331E-35
ATH-00968,Luca Jones,Male,24,2/18/2000,PAK,Pakistan,Cross-Country Skiing,Sprint M,Winter,1988,Calgary,Team,No Medal,4226.05,seconds,4,5,1,0,4,10,22,1948,45,No,Wei Ping,174.6,71.8,National Record,1.48656E-76,6.57137E-32
ATH-00969,Darya Ivanov,Female,40,2/4/1984,POL,Poland,Football (Soccer),Men's Football,Summer,1996,Atlanta,Team,No Medal,14.145,goals,3,6,1,3,2,72,297,1924,9,No,Andrei Chemerkin,168.7,64.2,National Record,5.42651E-74,1.31309E-28
ATH-00970,Sofia Zhang,Female,18,9/12/2006,CUB,Cuba,Bobsled,Monobob W,Winter,1928,St. Moritz,Team,No Medal,75.175,seconds,5,0,0,0,0,82,226,1900,8,No,Franz Stampfl,173.8,112.2,Photo-finish silver,3.30841E-76,1.87137E-49
